USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0 2315800   4344 0                   0 S init
root             2     0       0      0 0                   0 S [kthreadd]
root             3     2       0      0 0                   0 I [rcu_gp]
root             4     2       0      0 0                   0 I [rcu_par_gp]
root             6     2       0      0 0                   0 I [kworker/0:0H-kblockd]
root             8     2       0      0 0                   0 I [mm_percpu_wq]
root             9     2       0      0 0                   0 S [ksoftirqd/0]
root            10     2       0      0 0                   0 I [rcu_preempt]
root            11     2       0      0 0                   0 I [rcu_sched]
root            12     2       0      0 0                   0 I [rcu_bh]
root            13     2       0      0 0                   0 S [rcuop/0]
root            14     2       0      0 0                   0 S [rcuos/0]
root            15     2       0      0 0                   0 S [rcuob/0]
root            16     2       0      0 0                   0 S [migration/0]
root            17     2       0      0 0                   0 S [cpuhp/0]
root            18     2       0      0 0                   0 S [cpuhp/1]
root            19     2       0      0 0                   0 S [migration/1]
root            21     2       0      0 0                   0 S [ksoftirqd/1]
root            24     2       0      0 0                   0 S [rcuop/1]
root            25     2       0      0 0                   0 S [rcuos/1]
root            26     2       0      0 0                   0 S [rcuob/1]
root            27     2       0      0 0                   0 S [cpuhp/2]
root            28     2       0      0 0                   0 S [migration/2]
root            29     2       0      0 0                   0 S [ksoftirqd/2]
root            32     2       0      0 0                   0 S [rcuop/2]
root            33     2       0      0 0                   0 S [rcuos/2]
root            34     2       0      0 0                   0 S [rcuob/2]
root            35     2       0      0 0                   0 S [cpuhp/3]
root            36     2       0      0 0                   0 S [migration/3]
root            37     2       0      0 0                   0 S [ksoftirqd/3]
root            40     2       0      0 0                   0 S [rcuop/3]
root            41     2       0      0 0                   0 S [rcuos/3]
root            42     2       0      0 0                   0 S [rcuob/3]
root            43     2       0      0 0                   0 S [cpuhp/4]
root            44     2       0      0 0                   0 S [migration/4]
root            45     2       0      0 0                   0 S [ksoftirqd/4]
root            48     2       0      0 0                   0 S [rcuop/4]
root            49     2       0      0 0                   0 S [rcuos/4]
root            50     2       0      0 0                   0 S [rcuob/4]
root            51     2       0      0 0                   0 S [cpuhp/5]
root            52     2       0      0 0                   0 S [migration/5]
root            53     2       0      0 0                   0 S [ksoftirqd/5]
root            56     2       0      0 0                   0 S [rcuop/5]
root            57     2       0      0 0                   0 S [rcuos/5]
root            58     2       0      0 0                   0 S [rcuob/5]
root            59     2       0      0 0                   0 S [cpuhp/6]
root            60     2       0      0 0                   0 S [migration/6]
root            61     2       0      0 0                   0 S [ksoftirqd/6]
root            63     2       0      0 0                   0 I [kworker/6:0H-events_highpri]
root            64     2       0      0 0                   0 S [rcuop/6]
root            65     2       0      0 0                   0 S [rcuos/6]
root            66     2       0      0 0                   0 S [rcuob/6]
root            67     2       0      0 0                   0 S [cpuhp/7]
root            68     2       0      0 0                   0 S [migration/7]
root            69     2       0      0 0                   0 S [ksoftirqd/7]
root            72     2       0      0 0                   0 S [rcuop/7]
root            73     2       0      0 0                   0 S [rcuos/7]
root            74     2       0      0 0                   0 S [rcuob/7]
root            75     2       0      0 0                   0 I [netns]
root            76     2       0      0 0                   0 S [rcu_tasks_kthre]
root            77     2       0      0 0                   0 S [kauditd]
root            87     2       0      0 0                   0 I [ipa_usb_wq]
root            88     2       0      0 0                   0 S [msm_watchdog]
root            89     2       0      0 0                   0 S [glink_rpm-glink]
root            90     2       0      0 0                   0 S [oom_reaper]
root            91     2       0      0 0                   0 I [writeback]
root            92     2       0      0 0                   0 S [kcompactd0]
root            93     2       0      0 0                   0 I [crypto]
root            94     2       0      0 0                   0 I [kblockd]
root            95     2       0      0 0                   0 I [blk_crypto_wq]
root            96     2       0      0 0                   0 S [irq/28-tsens-up]
root            97     2       0      0 0                   0 S [irq/29-tsens-cr]
root            98     2       0      0 0                   0 S [ion-pool-uncach]
root            99     2       0      0 0                   0 S [ion-pool-cached]
root           100     2       0      0 0                   0 S [system]
root           101     2       0      0 0                   0 I [devfreq_wq]
root           102     2       0      0 0                   0 I [governor_msm_ad]
root           104     2       0      0 0                   0 S [irq/179-qpnp_lc]
root           105     2       0      0 0                   0 S [irq/59-arm-smmu]
root           106     2       0      0 0                   0 I [cfg80211]
root           107     2       0      0 0                   0 S [irq/68-arm-smmu]
root           109     2       0      0 0                   0 I [ipa_power_mgmt]
root           110     2       0      0 0                   0 I [transport_power]
root           111     2       0      0 0                   0 I [ipa_pm_activate]
root           112     2       0      0 0                   0 S [irq/73-arm-smmu]
root           113     2       0      0 0                   0 S [irq/74-arm-smmu]
root           114     2       0      0 0                   0 S [irq/75-arm-smmu]
root           115     2       0      0 0                   0 S [irq/76-arm-smmu]
root           152     2       0      0 0                   0 S [kswapd0:0]
root           153     2       0      0 0                   0 S [kswapd0:1]
root           190     2       0      0 0                   0 S [irq/77-arm-smmu]
root           191     2       0      0 0                   0 S [irq/30-smp2p]
root           192     2       0      0 0                   0 S [irq/31-smp2p]
root           193     2       0      0 0                   0 S [irq/32-smp2p]
root           194     2       0      0 0                   0 I [mem_share_svc]
root           195     2       0      0 0                   0 S [irq/78-arm-smmu]
root           196     2       0      0 0                   0 I [geni_serial_dum]
root           197     2       0      0 0                   0 S [hwrng]
root           199     2       0      0 0                   0 I [diag_real_time_]
root           200     2       0      0 0                   0 I [diag_wq]
root           201     2       0      0 0                   0 I [DIAG_USB_diag]
